Step,IQL_CNN_blox_baseline__20241210_203307 - blue_player1_reward,IQL_CNN_blox_baseline__20241210_203307 - blue_player1_reward__MIN,IQL_CNN_blox_baseline__20241210_203307 - blue_player1_reward__MAX,IQL_CNN_blox_baseline__20241210_210318 - blue_player1_reward,IQL_CNN_blox_baseline__20241210_210318 - blue_player1_reward__MIN,IQL_CNN_blox_baseline__20241210_210318 - blue_player1_reward__MAX
12657,,,,0.6600000000000004,0.6600000000000004,0.6600000000000004
13264,,,,10.329999999999956,10.329999999999956,10.329999999999956
13449,,,,1.0400000000000007,1.0400000000000007,1.0400000000000007
13626,,,,0.7900000000000005,0.7900000000000005,0.7900000000000005
13969,,,,2.1900000000000004,2.1900000000000004,2.1900000000000004
14264,,,,3.599999999999993,3.599999999999993,3.599999999999993
14871,,,,4.649999999999965,4.649999999999965,4.649999999999965
15110,,,,2.7499999999999933,2.7499999999999933,2.7499999999999933
15283,,,,0.9300000000000006,0.9300000000000006,0.9300000000000006
15488,,,,1.0300000000000005,1.0300000000000005,1.0300000000000005
16095,,,,8.689999999999959,8.689999999999959,8.689999999999959
16298,,,,1.9300000000000013,1.9300000000000013,1.9300000000000013
16897,,,,12.04999999999995,12.04999999999995,12.04999999999995
17070,,,,1.2800000000000005,1.2800000000000005,1.2800000000000005
17245,,,,1.4300000000000004,1.4300000000000004,1.4300000000000004
17458,,,,1.8400000000000007,1.8400000000000007,1.8400000000000007
17653,,,,0.7500000000000004,0.7500000000000004,0.7500000000000004
17824,,,,0.7200000000000003,0.7200000000000003,0.7200000000000003
18005,,,,3.629999999999998,3.629999999999998,3.629999999999998
18612,,,,6.269999999999975,6.269999999999975,6.269999999999975
18989,,,,3.1099999999999897,3.1099999999999897,3.1099999999999897
19276,,,,2.7899999999999907,2.7899999999999907,2.7899999999999907
19865,,,,8.049999999999962,8.049999999999962,8.049999999999962
20042,,,,1.4800000000000006,1.4800000000000006,1.4800000000000006
20649,,,,7.429999999999966,7.429999999999966,7.429999999999966
20822,,,,0.8900000000000006,0.8900000000000006,0.8900000000000006
21017,,,,0.6900000000000004,0.6900000000000004,0.6900000000000004
21306,,,,4.409999999999993,4.409999999999993,4.409999999999993
21483,,,,0.6200000000000003,0.6200000000000003,0.6200000000000003
21684,,,,0.8400000000000005,0.8400000000000005,0.8400000000000005
21859,,,,0.8600000000000004,0.8600000000000004,0.8600000000000004
22324,,,,5.399999999999968,5.399999999999968,5.399999999999968
22501,,,,0.6400000000000002,0.6400000000000002,0.6400000000000002
22714,,,,0.6400000000000002,0.6400000000000002,0.6400000000000002
22903,,,,0.8900000000000006,0.8900000000000006,0.8900000000000006
23074,,,,1.5100000000000002,1.5100000000000002,1.5100000000000002
23409,,,,4.73999999999998,4.73999999999998,4.73999999999998
23598,,,,1.1400000000000006,1.1400000000000006,1.1400000000000006
23935,,,,4.15999999999999,4.15999999999999,4.15999999999999
24128,,,,1.0600000000000007,1.0600000000000007,1.0600000000000007
24317,,,,0.7700000000000005,0.7700000000000005,0.7700000000000005
24924,,,,10.01999999999994,10.01999999999994,10.01999999999994
25113,,,,5.2899999999999965,5.2899999999999965,5.2899999999999965
25294,,,,0.9300000000000006,0.9300000000000006,0.9300000000000006
25471,,,,0.7000000000000005,0.7000000000000005,0.7000000000000005
25660,,,,0.8400000000000004,0.8400000000000004,0.8400000000000004
25853,,,,1.6500000000000008,1.6500000000000008,1.6500000000000008
26182,,,,3.0499999999999936,3.0499999999999936,3.0499999999999936
26363,,,,0.9600000000000006,0.9600000000000006,0.9600000000000006
26532,,,,0.5900000000000003,0.5900000000000003,0.5900000000000003
26731,,,,1.1200000000000006,1.1200000000000006,1.1200000000000006
26930,,,,1.2400000000000009,1.2400000000000009,1.2400000000000009
